Antiphonna ad offertorium.;Antienne d'offertoire.
Ant. Ave, María, grátia plena: Dóminus tecum: benedícta tu in muliéribus, et benedíctus fructus ventris tui.;"Ant. Je vous salue Marie, pleine de Grâce, le Seigneur est avec vous; Vous êtes bénie entre toutes les femmes. Et le fruit de votre ventre est béni."
