Antiphona ad communionem.;Antienne de communion.
Ant. Passer invénit sibi domum, et turtur nidum, ubi repónat pullos suos: altária tua Dómine virtútum, Rex meus, et Deus meus: beáti qui hábitant in domo tua, saeculum saeculi laudábunt te.;Ant. Le passereau s'est touvé une maison, et la tourterelle un nid où poser ses petits : tes autels, Seigneur tout puissant, mon Roi et mon Dieu ! Heureux ceux qui habitent dans ta maison, à jamais, éternellement ils te loueront.
