Antiphonna ad offertorium.;Antienne d'offertoire.
Ant. Iubiláte Deo, univérsa terra: psalmum dícite nómini eius: veníte et audíte, et narrábo vobis, omnes qui timétis Deum, quanta fecit Dóminus ánimæ meæ. Allelúia.;
