Antiphona ad communionem.;Antienne de communion.
Ant. Spíritus Sanctus, quem mittet Pater in nómine meo, ille vos docébit ómnia, et súggeret vobis ómnia quaecúmque díxero vobis, dicit Dóminus, allelúia.;
