ant_introit_A;int_In voluntate tua
ant_introit_B;int_In voluntate tua
ant_introit_C;int_In voluntate tua
graduel_A;gra_Domine, refugium
graduel_B;gra_Domine, refugium
graduel_C;gra_Domine, refugium
acclamation_A;al_In exitu Israel
acclamation_B;al_In exitu Israel
acclamation_C;al_In exitu Israel
ant_off_A;off_Vir erat
ant_off_B;off_Vir erat
ant_off_C;off_Vir erat
ant_com_A;com_In salutari tuo
ant_com_B;com_In salutari tuo
ant_com_C;com_In salutari tuo
praefatio;3
