Lectio brevis (Rom 9, 4-5);Lecture brève (Rom 9, 4-5)
Sunt Israelítæ, quorum adóptio est filiórum et glória et testaménta et legislátio et cultus et promissiónes, quorum sunt patres, et ex quibus Christus secúndum carnem: qui est super ómnia Deus benedíctus in sæcula. Amen.;Ce sont aux Israélites, qu'appartiennent l'adoption, et la gloire, et les alliances, et la Loi, et le culte, et les promesses, et les patriarches, et de qui est issu le Christ selon la chair, lequel est au-dessus de toutes choses, Dieu, béni éternellement. Amen ! 
