Lectio brevis (Is 2, 11);Lecture brève (Is 2, 11)
"Oculi sublímes hóminis humiliabúntur, et incurvábitur altitúdo virórum; exaltábitur autem Dóminus solus in die illa. ";Les yeux hautains du mortel seront abaissés, et l'orgueil de l'homme sera humilié, et le Seigneur sera exalté, lui seul, en ce jour-là. 
