Lectio brevis (Cf. 1 Petr 3, 21-22a);Lecture brève (Cf.1 Petr 3, 21-22a)
Vos nunc salvos facit baptísma, non carnis deposítio sórdium sed consciéntiæ bonæ rogátio in Deum, per resurrectiónem Iesu Christi, qui est in déxtera Dei.;Elle  vous sauve aujourd'hui par le baptême, non pas cette ablution qui ôte les souillures du corps, mais celle qui est la demande faite à Dieu d'une bonne conscience, par la résurrection de Jésus-Christ. 
