Lectio brevis (Est 10, 3f);Lecture brève (Est 10, 3f)
"Gens Israel, sunt illi, qui clamavérunt ad Dóminum; et salvum fecit Dóminus pópulum suum liberavítque nos de ómnibus malis et fecit signa magna atque porténta, quæ non sunt facta inter gentes.";"Israël est mon peuple, qui cria au Seigneur, et le Seigneur sauva Son peuple, et Il nous délivra de tous nos maux, et Il fit des miracles et de grands prodiges parmi les nations;"
