Lectio brevis (Hebr 10, 35-36);Lecture brève (Hebr 10, 35-36)
"Nolíte abícere confidéntiam vestram, quæ magnam habet remuneratiónem; patiéntia enim vobis necessária est, ut voluntátem Dei faciéntes reportétis promissiónem.";"N'abandonnez donc pas votre assurance; une grande récompense y est attachée.Car la persévérance vous est nécessaire afin que, après avoir fait la volonté de Dieu, vous obteniez ce qui vous est promis. "
