Lectio brevis (Os 6, 1-3a);Lecture brève (Os 6, 1-3a)
"""Venite, et revertamur ad Dominum, quia ipse laceravit et sanabit nos, percussit et curabit nos.  Vivificabit nos post duos dies, in die tertia suscitabit nos, et vivemus in conspectu eius.  Sciamus sequamurque, ut cognoscamus Dominum. Quasi diluculum praeparatus est egressus eius, et veniet quasi imber nobis temporaneus, quasi imber serotinus irrigans terram"".";"Venez et retournons à Yahweh;  car c'est lui lui a déchiré, il nous guérira; il frappe mais il bandera nos plaies.  Après deux jours, il nous fera revivre; le troisième jour, il nous relèvera, et nous vivrons devant lui. Connaissons, appliquons-nous à connaître Yahweh; son lever est certain comme celui de l'aurore; et il viendra à nous comme l'ondée, comme la pluie tardive qui arrose la terre."
