Lectio brevis (1 Io 3, 16);Lecture brève (Bar 4, 28-29)
"In hoc nóvimus caritátem, quóniam ille pro nobis ánimam suam pósuit; et nos debémus pro frátribus ánimas pónere.";"A ceci nous avons connu l'amour de Dieu: c'est qu'Il a donné Sa vie pour nous; et nous devons aussi donner notre vie pour nos frères."
