Lectio brevis (1 Petr 4, 10-11);Lecture brève (1 Petr 4, 10-11)
"Unusquísque, sicut accépit donatiónem, in altérutrum illam administrántes sicut boni dispensatóres multifórmis grátiæ Dei. Si quis lóquitur, quasi sermónes Dei; si quis minístrat, tamquam ex virtúte, quam largítur Deus, ut in ómnibus glorificétur Deus per Iesum Christum.";"Ce que chacun de vous a reçu comme don de la grâce, mettez-le au service des autres, comme de bons gérants de la grâce de Dieu sous toutes ses formes: si quelqu'un a le don de parler, qu'il dise la parole de Dieu; s'il a le don du service, qu'il s'en acquitte avec la force que Dieu communique. Ainsi, en toute chose, Dieu recevra sa gloire par Jésus Christ."
