Lectio brevis (Act 15, 7b-9);Lecture brève (Act 15, 7b-9)
"Elégit Deus per os meum audíre gentes verbum evangélii et crédere; et qui novit corda, Deus testimónium perhíbuit illis dans Spíritum Sanctum sicut et nobis et nihil discrévit inter nos et illos fide puríficans corda eórum.";"Dieu a fait son choix parmi vous, afin que, par ma bouche, les Gentils entendissent la parole de l'Evangile et devinssent croyants. Et Dieu, qui connaît les cœurs, a témoigné en leur faveur, en leur donnant l'Esprit-Saint tout comme à nous; et il n'a fait aucune différence entre nous et eux, ayant purifié leurs cœurs par la foi. "
