Lectio brevis (Mic 2, 12);Lecture brève (Mic 2, 12)
"Congregatióne congregábo, Iacob, totum te; in unum condúcam relíquias Israel, páriter ponam illum quasi gregem in ovíli, quasi pecus in médio páscuæ ";"Je te rassemblerai tout entier, ô Jacob, je recueillerai les restes d'Israël ; je les grouperai ensemble comme des brebis dans un bercail ; comme un troupeau au milieu de son enclos."
