Lectio brevis (Phil 2, 14-15);Lecture brève (Phil 2, 14-15)
Omnia fácite sine murmuratiónibus et hæsitatiónibus, ut efficiámini sine queréla et símplices, fílii Dei sine reprehensióne in médio generatiónis pravæ et pervérsæ, inter quos lucétis sicut luminária in mundo.;"Faites toutes choses sans murmures et sans hésitations, afin que vous soyez irrépréhensibles et des enfants de Dieu sincères et sans tache au milieu d'une nation dépravée et perverse, parmi laquelle vous brillez comme des astres dans le monde;"
