Lectio brevis (Iac 1, 2-4);Lecture brève (Iac 1, 2-4)
"Omne gáudium existimáte, fratres mei, cum in tentatiónibus váriis incidéritis, sciéntes quod probátio fídei vestræ patiéntiam operátur; patiéntia autem opus perféctum hábeat, ut sitis perfécti et íntegri, in nullo deficiéntes.";Regardez comme une grande joie, mes frères, d'être en butte à diverses épreuves, sachant que l'épreuve de votre foi produit la patience. Mais la patience doit être parfaite dans ses oeuvres, afin que vous soyez parfaits et accomplis, ne laissant rien à désirer.
