Lectio brevis (Cf. Neh 8,9.10);Lecture brève (Cf. Neh 8,9.10)
"Dies sanctificatus est Domino Deo nostro ! Nolite lugere et nolite flere. Quia sanctus dies Domini nostri est; et nolite contristari, gaudium etenim Domini est fortitudo nostra. ";"Ce jour est saint pour le Seigneur, votre Dieu; ne soyez pas dans le deuil et dans les larmes. Car ce jour est saint pour notre Seigneur; ne vous affligez pas, car la joie en le Seigneur est votre force."
