Lectio brevis (Lev 23, 4-7);Lecture brève (Lev 23, 4-7)
"Hæ sunt ergo fériæ Dómini, convéntus sancti, quas celebráre debétis tempóribus suis. Mense primo, quarta décima die mensis ad vésperum Pascha Dómini est. Et quinta décima die mensis huius sollémnitas Azymórum Dómini est. Septem diébus ázyma comedétis. Die primo erit vobis convéntus sanctus; omne opus servíle non faciétis in eo. ";"Voici les solennités de Yahvé, les saintes assemblées où vous appellerez les Israélites à la date fixée :Le premier mois, le quatorzième jour du mois, au crépuscule, c'est Pâque pour Yahvé, et le quinzième jour de ce mois, c'est la fête des Azymes pour Yahvé. Pendant sept jours vous mangerez des pains sans levain. Le premier jour il y aura pour vous une sainte assemblée; vous ne ferez aucune &oelig;uvre servile. "
