Lectio brevis (Is 30, 15. 18);Lecture brève (Is 30, 15. 18)
"Hæc dixit Dóminus Deus, Sanctus Israel: «In conversióne et quiéte salvi éritis; in siléntio et in spe erit fortitúdo vestra». Proptérea exspéctat Dóminus, ut misereátur vestri, et ídeo exaltábitur parcens vobis, quia Deus iudícii Dóminus; beáti omnes, qui exspéctant eum.";
