Lectio brevis (Is 12, 5-6);Lecture brève (Is 12, 5-6)
"Cantáte Dómino, quóniam magnífice fecit; notum sit hoc in univérsa terra. Exsúlta et lauda, quæ hábitas in Sion, quia magnus in médio tui Sanctus Israel.";"Chantez le Seigneur, car il a fait des choses magnifiques; qu'on le sache dans toute la terre! Pousse des cris, tressaille d'allégresse, habitante de Sion, car le Saint d'Israël est grand au milieu de toi!"
