Lectio brevis (Act 4, 19-20);Lecture brève (Act 4, 19-20)
"Petrus et Ioánnes respondéntes dixérunt ad eos: «Si iustum est in conspéctu Dei vos pótius audíre quam Deum, iudicáte; non enim póssumus nos, quæ vídimus et audívimus, non loqui».";"Pierre et Jean, répliquant, leur dirent: "" Jugez s'il est juste devant Dieu de vous écouter plutôt que Dieu ; car, pour nous, nous ne pouvons pas ne pas dire ce que nous avons vu et entendu. """
