"Lectio brevis (Iob 1, 21; 2, 10b)";"Lecture brève (Iob 1, 21; 2, 10b)"
"Nudus egréssus sum de útero matris meæ et nudus revértar illuc. Dóminus dedit, Dóminus ábstulit; sicut Dómino plácuit, ita factum est: sit nomen Dómini benedíctum. Si bona suscépimus de manu Dei, mala quare non suscipiámus?";Sorti nu du ventre de ma mère, nu j'y retournerai. Le Seigneur a donné, le Seigneur a ôté: que le nom du Seigneur soit béni. Nous acceptons le bonheur comme un don de Dieu. Et le malheur, pourquoi ne l'accepterions-nous pas aussi?
