Lectio brevis (Cf. Gal 6, 9-10);Lecture brève (Cf. Gal 6, 9-10)
Bonum faciámus infatigábiles, témpore enim suo metémus non deficiéntes. Ergo dum tempus habémus, operémur bonum ad omnes, máxime autem ad domésticos fídei.;"Ne nous lassons point de faire le bien; car nous moissonnerons en son temps, si nous ne nous relâchons pas. Ainsi donc, pendant que nous en avons le temps, faisons le bien envers tous, et surtout envers les frères dans la foi."
