Lectio brevis (Rom 8, 11);Lecture brève (Rom 8, 11)
Si Spíritus Dei, qui suscitávit Iesum a mórtuis, hábitat in vobis, qui suscitávit Christum a mórtuis, vivificábit et mortália córpora vestra per inhabitántem Spíritum suum in vobis.;Et si l'Esprit de celui qui a ressuscité Jésus d'entre les morts habite en vous, celui qui a ressuscité le Christ d'entre les morts rendra aussi la vie à vos corps mortels, à cause de son Esprit qui habite en vous. 
