Lectio brevis (Rom 6, 4);Lecture brève (Rom 6, 4)
Consepúlti sumus cum illo per baptísmum in mortem, ut quemádmodum suscitátus est Christus a mórtuis per glóriam Patris, ita et nos in novitáte vitæ ambulémus.;Nous avons donc été ensevelis avec lui par le baptême en sa mort, afin que, comme le Christ est ressuscité des morts par la gloire du Père, nous aussi nous marchions dans une vie nouvelle. 
