Lectio brevis (1 Reg 8, 60-61);Lecture brève (1 Reg 8, 60-61)
Sciant omnes pópuli terræ quia Dóminus ipse est Deus et non est ultra absque eo. Sit quoque cor vestrum perféctum cum Dómino Deo nostro, ut ambulétis in decrétis eius et custodiátis mandáta eius sicut et hódie.;Tous les peuples de la terre sauront que le Seigneur est Dieu, et qu'il n'y en a pas d'autre. Alors votre coeur sera tout entier au Seigneur notre Dieu, observant ses lois et gardant ses commandements.
