Lectio brevis (Is 4, 2);Lecture brève (Is 4, 2)
In die illa erit germen Dómini in splendórem et glóriam, et fructus terræ sublímis, et exsultátio his qui salváti fúerint de Israel. ;Le germe du Seigneur fera l'ornement et la gloire, et le fruit de la terre, fera l'orgueil et la parure des réchappés d'Israël. 
