Lectio brevis (Cf. Eph 5, 25-27);Lecture brève (Cf. Eph 5, 25-27)
Christus diléxit ecclésiam et seípsum trádidit pro ea, ut illam sanctificáret, ut exhibéret ipse sibi gloriósam ecclésiam non habéntem máculam aut rugam aut áliquid eiúsmodi, sed ut sit sancta et immaculáta.;Le Christ a aimé l'Eglise et s'est livré lui-même pour elle, afin de la sanctifier, après l'avoir purifiée dans l'eau baptismale, avec la parole, pour la faire paraître, devant lui, cette Eglise, glorieuse, sans tache, sans ride, ni rien de semblable, mais sainte et immaculée.
