Lectio brevis (Is 45, 22-23);Lecture brève (Is 45, 22-23)
"Convertímini ad me et salvi éritis, omnes fines terræ, quia ego Deus, et non est álius. In memetípso iurávi: Egréssa est de ore meo iustítia, verbum, quod non revertétur; quia mihi curvábitur omne genu, et iurábit omnis lingua. ";"Tournez-vous vers moi, et vous serez sauvés, vous tous habitants de la terre, car je suis Dieu, et il n'y en a point d'autre. Je l'ai juré par moi-même; de ma bouche sort la vérité, une parole qui ne sera pas révoquée:Tout genou fléchira devant moi, Et toute langue me prêtera serment."
