Lectio brevis (Rom 10, 8b-10);Lecture brève (Rom 10, 8b-10)
"Prope te est verbum, in ore tuo et in corde tuo; hoc est verbum fídei, quod prædicámus. Quia si confiteáris in ore tuo: «Dóminum Iesum!», et in corde tuo credíderis quod Deus illum excitávit ex mórtuis, salvus eris. Corde enim créditur ad iustítiam, ore autem conféssio fit in salútem.";"Près de toi est la parole, dans ta bouche et dans ton coeur. "" C'est la parole de la foi que prêchons. Si tu confesses de ta bouche Jésus comme Seigneur, et si tu crois dans ton coeur que Dieu l'a ressuscité des morts tu seras sauvé. Car c'est en croyant de coeur qu'on parvient à la justice, et c'est en confessant de bouche qu'on parvient au salut."
