Lectio brevis (Ier 32, 40);Lecture brève (Iac 1, 19b-20. 26)
Fériam eis pactum sempitérnum et non désinam eis benefácere et timórem meum dabo in corde eórum, ut non recédant a me.;Je conclus avec eux une Alliance éternelle: je ne cesse de les poursuivre de mes bienfaits et je fais qu'ils me respectent profondément, sans plus jamais s'écarter de moi.
