Lectio brevis (Dan 6, 27b-28a);Lecture brève (Dan 6, 27b-28a)
"Deus noster est Deus vivens et pérmanens in sæcula, et regnum eius non dissipábitur, et potéstas eius usque in ætérnum; ipse liberátor atque salvátor et fáciens signa et mirabília in cælo et in terra.";"Notre Dieu est le Dieu vivant et éternel dans tous les siécles; Son royaume ne sera pas détruit, et Sa puissance durera jusque dans l'éternité. C'est Lui qui est le libérateur et le sauveur, qui fait des prodiges et des merveilles dans le ciel et sur la terre;"
