Lectio brevis (Bar 4, 28-29);Lecture brève (Bar 4, 28-29)
"Sicut fuit mens vestra, ut errarétis a Deo, convérsi decupláte stúdium quæréndi eum; qui enim indúxit in vos mala, indúcet in vos ætérnam iucunditátem cum salúte vestra.";"Votre pensée vous a égarés loin de Dieu; une fois convertis, mettez dix fois plus d'ardeur au chercher. Car celui qui a fait venir sur vous ces calamités fera venir sur vous la joie éternelle, en assurant votre salut."
