Lectio brevis (Rom 8, 26);Lecture brève (Rom 8, 26)
"Spíritus ádiuvat infirmitátem nostram; nam quid orémus, sicut opórtet, nescímus, sed ipse Spíritus interpéllat gemítibus inenarrabílibus.";L'Esprit Saint vient au secours de notre faiblesse, car nous ne savons pas prier comme il faut. L'Esprit lui-même intervient pour nous par des cris inexprimables.
