Lectio brevis (1 Io 3, 23-24);Lecture brève (1 Io 3, 23-24)
"Hoc est mandátum eius, ut credámus nómini Fílii eius Iesu Christi et diligámus altérutrum, sicut dedit mandátum nobis. Et qui servat mandáta eius, in ipso manet, et ipse in eo; et in hoc cognóscimus quóniam manet in nobis, ex Spíritu, quem nobis dedit.";"Voici Son commandement: que nous croyions au nom de Son Fils Jésus-Christ, et que nous nous aimions les uns les autres, comme Il nous l'a commandé. Celui qui garde Ses commandements demeure en Dieu, et Dieu en lui; et nous connaissons qu'Il demeure en nous, par l'Esprit qu'Il nous a donné."
