Lectio brevis (Eph 2, 4-6);Lecture brève (Eph 2, 4-6)
Deus, qui dives est in misericórdia, propter nímiam caritátem suam, qua diléxit nos, et cum essémus mórtui peccátis, convivificávit nos Christo —grátia estis salváti— et conresuscitávit et consedére fecit in cæléstibus in Christo Iesu.;"Dieu, qui est riche en miséricorde, à cause du grand amour dont il nous a aimés, et alors que nous étions morts par nos offenses, nous a rendus vivants avec le Christ (c'est par grâce que vous êtes sauvés); il nous a ressuscités, ensemble et nous a fait asseoir ensemble dans les cieux en Jésus-Christ, "
