Lectio brevis (Ap 15, 4);Lecture brève (Ap 15, 4)
Quis non timébit, Dómine, et glorificábit nomen tuum? Quia solus Sanctus, quóniam omnes gentes vénient et adorábunt in conspéctu tuo. ;"Qui ne craindrait, Seigneur, et ne glorifierait votre nom? Car vous seul êtes saint. Et toutes les nations viendront se prosterner devant vous, parce que vos jugements ont éclaté. """
