Lectio brevis (Iac 2, 12-13);Lecture brève (Iac 2, 12-13)
"Sic loquímini et sic fácite sicut per legem libertátis iudicándi. Iudícium enim sine misericórdia illi, qui non fecit misericórdiam; superexúltat misericórdia iudício.";Parlez et agissez comme des gens qui vont être jugés par une loi de liberté. Car le jugement est sans miséricorde pour celui qui n'a pas fait miséricorde, mais la miséricorde se moque du jugement.
