Lectio brevis (Phil 2, 12b-15a);Lecture brève (Phil 2, 12b-15a)
"Cum metu et tremóre vestram salútem operámini; Deus est enim, qui operátur in vobis et velle et perfícere pro suo beneplácito. Omnia fácite sine murmuratiónibus et hæsitatiónibus, ut efficiámini sine queréla et símplices, fílii Dei.";"Travaillez à votre salut avec crainte et tremblement, non seulement comme en ma présence, mais bien plus encore maintenant que je suis absent; car c'est Dieu qui opère en vous le vouloir et le faire, selon son bon plaisir. Agissez en tout sans murmures ni hésitations, afin que vous soyez sans reproche, simples, enfants de Dieu irrépréhensibles."
