Lectio brevis (Rom 13, 8. 10);Lecture brève (Rom 13, 8. 10)
"Némini quidquam debeátis, nisi ut ínvicem diligátis: qui enim díligit próximum, legem implévit. Diléctio próximo malum non operátur; plenitúdo ergo legis est diléctio.";"Ne soyez en dette avec personne, si ce n'est de l'amour mutuel; car celui qui aime son prochain a accompli la loi. L'amour ne fait point de mal au prochain; l'amour est donc la plénitude de la loi."
