Lectio brevis (1 Io 1, 5b. 7);Lecture brève (1 Jn 1, 5b. 7)
Deus lux est et ténebræ in eo non sunt ullæ. Si in luce ambulémus, sicut ipse est in luce, communiónem habémus ad ínvicem, et sanguis Iesu Fílii eius mundat nos ab omni peccáto.;Dieu est lumière, et qu'il n'y a point en lui de ténèbres. Mais si nous marchons dans la lumière, comme il est lui-même dans la lumière, nous sommes en communion les uns avec les autres, et le sang de Jésus, son Fils, nous purifie de tout péché.
