Lectio brevis (Deut 5, 16);Lecture brève  (Deut 5, 16)
Honóra patrem tuum et matrem, sicut præcépit tibi Dóminus Deus tuus, ut longo vivas témpore et bene sit tibi in terra, quam Dóminus Deus tuus datúrus est tibi.;Honore ton père et ta mère, comme le Seigneur, ton Dieu te l'a ordonné, afin que tes jours soient prolongés et que tu sois heureux dans le pays que le Seigneur, ton Dieu, te donne.
