Lectio brevis (Is 55, 10-11);Lecture brève (Is 55, 10-11)
Quómodo descéndit imber et nix de cælo et illuc ultra non revértitur, sed inébriat terram et infúndit eam et germináre eam facit et dat semen serénti et panem comedénti, sic erit verbum meum, quod egrediétur de ore meo: non revertétur ad me vácuum, sed fáciet, quæcúmque vólui, et prosperábitur in his, ad quæ misi illud.;"Comme la pluie et la neige descendent du ciel et n'y retournent pas, qu'elles n'aient abreuvé et fécondé la terre et qu'elles ne l'aient fait germer, qu'elles n'aient donné la semence au semeur; et le pain à celui qui mange ; ainsi en est-il de ma parole qui sort de ma bouche elle ne revient pas à moi sans effet, mais elle exécute ce que j'ai voulu, et accomplit ce pour quoi je l'ai envoyée."
