Lectio brevis (Zac 9, 9);Lecture brève (Zac 9, 9)
"Exsúlta satis, fília Sion; iúbila, fília Ierúsalem. Ecce rex tuus venit tibi iustus et salvátor ipse, pauper et sedens super ásinum et super pullum fílium ásinæ.";"Tressaille d'une grande joie, fille de Sion ! Pousse des cris d'allégresse, fille de Jérusalem ! Voici que ton Roi vient à toi; Il est juste, lui, et protégé de Dieu ; il est humble; monté sur un âne, et sur un poulain, petit d'une ânesse. "
