Lectio brevis (Neh 8, 9b. 10b);Lecture brève (Neh 8, 9b. 10b)
"Dies iste sanctificátus est Dómino Deo nostro! Nolíte lugére et nolíte flere. Quia sanctus dies Dómini nostri est; et nolíte contristári, gáudium étenim Dómini est fortitúdo vestra.";"Ce jour est saint pour le Seigneur, votre Dieu ; ne soyez pas dans le deuil et dans les larmes. Car ce jour est saint pour notre Seigneur; ne vous affligez pas, car la joie dans le Seigneur est votre force."
