Lectio brevis (Is 42, 13);Lecture brève (Is 42, 13)
"Dóminus sicut fortis egrediétur, sicut vir proeliátor suscitábit zelum; vociferábitur et conclamábit, super inimícos suos prævalébit.";"Le Seigneur sort comme un héros ; comme un guerrier, il réveille son ardeur il pousse le cri de guerre, un cri éclatant ; il déploie sa force contre ses ennemis."
