Lectio brevis (1 Petr 2, 9-10);Lecture brève (1 Petr 2, 9-10)
"Vos genus eléctum, regále sacerdótium, gens sancta, pópulus in acquisitiónem, ut virtútes annuntiétis eius, qui de ténebris vos vocávit in admirábile lumen suum; qui aliquándo non pópulus, nunc autem pópulus Dei; qui non consecúti misericórdiam nunc autem misericórdiam consecúti.";"Mais vous, vous êtes une race choisie, un sacerdoce royal, une nation sainte, un peuple que Dieu s'est acquis afin que vous annonciez les perfections de Celui qui vous a appelés des ténèbres à son admirable lumière; "" vous qui autrefois n'étiez pas son peuple, et qui êtes maintenant le peuple de Dieu; vous qui n'aviez pas obtenu miséricorde, et qui maintenant avez obtenu miséricorde. "
