Lectio brevis (Ap 22, 4-5);Lecture brève (Ap 22, 4-5)
Vidébunt fáciem Dómini, et nomen eius in fróntibus eórum. Et nox ultra non erit, et non egent lúmine lucérnæ neque lúmine solis, quóniam Dóminus Deus illuminábit super illos, et regnábunt in sæcula sæculórum.;"Ils verront sa face, et son nom sera sur leurs fronts. Il n'y aura plus de nuit, et ils n'auront besoin ni de la lumière de la lampe, ni de la lumière du soleil, parce que le Seigneur Dieu les illuminera; et ils régneront aux siècles des siècles. "
