Lectio brevis (Hebr 12, 22-24);Lecture brève (Hebr 12, 22-24)
Accessístis ad Sion montem et civitátem Dei vivéntis, Ierúsalem cæléstem, et multa mília angelórum, frequéntiam et ecclésiam primogenitórum, qui conscrípti sunt in cælis, et iúdicem Deum ómnium, et spíritus iustórum, qui consummáti sunt, et testaménti novi mediatórem Iesum, et sánguinem aspersiónis, mélius loquéntem quam Abel.;Vous vous êtes approchés de la montagne de Sion, de la cité du Dieu vivant qui est la Jérusalem céleste, des myriades qui forment le choeur des anges, de l'assemblée des premiers nés inscrits dans les cieux, du juge qui est le Dieu de tous, des esprits des justes parvenus à la perfection, de Jésus, le médiateur de la nouvelle alliance, et du sang de l'aspersion qui parle plus éloquemment que celui d'Abel.
