Lectio brevis (Rom 13, 11b. 12-13a);Lecture brève (Rom 13, 11b. 12-13a)
Hora est iam vos de somno súrgere. Nox procéssit, dies autem appropiávit. Abiciámus ergo ópera tenebrárum et induámur arma lucis. Sicut in die honéste ambulémus.;C'est le moment, l'heure est venue de sortir de votre sommeil. La nuit est bientôt finie, le jour est tout proche Rejetons les activités des ténèbres, - revêtons-nous pour le combat de la lumière. Conduisons-nous honnêtement, comme on le fait en plein jour.
