Lectio brevis (Iudt 8, 25-26a. 27);Lecture brève (Iudt 8, 25-26a. 27)
Grátias agámus Dómino Deo nostro, qui temptat nos sicut et patres nostros. Mémores estóte quanta fécerit cum Abraham et Isaac, et quanta facta sint Iacob. Quia non sicut illos combússit in inquisitiónem cordis illórum et in nos non ultus est, sed in monitiónem flagéllat Dóminus appropinquántes sibi.;Rendons grâce au Seigneur notre Dieu qui nous éprouve comme nos pères. Rappelez-vous tout ce qu'il a fait avec Abraham et combien il a éprouvé Isaac et tout ce qui arriva à Jacob. C'est pour les avertir que le Seigneur flagelle ceux qui s'approchent de lui.
