Lectio brevis (Cf. Eph 1, 20-23);Lecture brève (Cf. Eph 1, 20-23)
"Deus suscitávit Christum a mórtuis et constítuit ad déxteram suam in cæléstibus supra omnem principátum et potestátem et virtútem et dominatiónem et omne nomen, quod nominátur, non solum in hoc sæculo sed et in futúro; et ómnia subiécit sub pédibus eius, et ipsum dedit caput supra ómnia ecclésiæ, quæ est corpus ipsíus, plenitúdo eius, qui ómnia in ómnibus adimplétur. ";Cette force, il l'a déployée dans le Christ, lorsqu'il l'a ressuscité des morts et l'a fait asseoir à sa droite dans les cieux, au-dessus de toute principauté, de toute autorité, de toute puissance, de toute domination et de tout ce qui se peut nommer, non seulement dans le siècle présent, mais encore dans le siècle à venir. Il a tout mis sous ses pieds et il l'a donné pour chef suprême à l'Eglise, qui est son corps, la plénitude de celui qui remplit tout en tous. 
