Lectio brevis (Is 55, 6-7);Lecture brève (Is 55, 6-7)
"Quærite Dóminum, dum inveníri potest; invocáte eum, dum prope est. Derelínquat ímpius viam suam, et vir iníquus cogitatiónes suas; et revertátur ad Dóminum, et miserébitur eius, et ad Deum nostrum, quóniam multus est ad ignoscéndum.";"Cherchez le Seigneur, pendant qu'on peut le trouver ; Invoquez-le, tandis qu'il est près. Que le méchant abandonne sa voie, et le criminel ses pensées; qu'il revienne au Seigneur, et il lui fera grâce ; à notre Dieu, car il pardonne largement, "
