Lectio brevis (Rom 12, 14-16a);Lecture brève (Rom 12, 14-16a)
"Benedícite persequéntibus; benedícite et nolíte maledícere! Gaudére cum gaudéntibus, flere cum fléntibus. Idípsum ínvicem sentiéntes, non alta sapiéntes, sed humílibus consentiéntes.";"Bénissez ceux qui vous persécutent; souhaitez-leur du bien, et non pas du mal. Soyez joyeux avec ceux qui sont dans la joie, pleurez avec ceux qui pleurent. Soyez bien d'accord entre vous; n'ayez pas le goût des grandeurs, mais laissez-vous attirer par ce qui est simple."
