Lectio brevis (Am 4, 13);Lecture brève (Am 4, 13)
"Ecce formans montes et creans ventum et annúntians hómini cogitatiónem eius, fáciens auróram et ténebras et grádiens super excélsa terræ; Dóminus Deus exercítuum nomen eius.";Celui qui façonne les montagnes, qui crée le vent, qui révèle à l'homme quel est son dessein, qui, des ténèbres, produit l'aurore, qui marche sur les hauteurs de la terre, il se nomme le Seigneur, Dieu de l'univers.
