Lectio brevis (Zac 2, 15);Lecture brève (Zac 2, 15)
Applicabúntur gentes multæ ad Dóminum in die illa et erunt ei in pópulum. Et habitábo in médio tui, et scies quia Dóminus exercítuum misit me ad te. ;"Beaucoup de nations s'attacheront au Seigneur en ce jour-là, et elles seront mon peuple ; et j'habiterai au milieu de toi, et tu sauras que le Seigneur des armées m'a envoyé vers toi. "
