Lectio brevis (Tit 3, 5b-7);Lecture brève (Tit 3, 5b-7)
Salvos nos fecit Deus per lavácrum regeneratiónis et renovatiónis Spíritus Sancti, quem effúdit super nos abúnde per Iesum Christum salvatórem nostrum, ut iustificáti grátia ipsíus herédes simus secúndum spem vitæ ætérnæ.;Il nous a sauvés par le bain de la régénération et en nous renouvelant par le Saint-Esprit, qu'il a répandu sur nous largement par Jésus-Christ notre Sauveur, afin que, justifiés par sa grâce, nous devenions héritiers de la vie éternelle selon notre espérance.
