Lectio brevis (Gal 4, 4-5);Lecture brève (Gal 4, 4-5)
Ubi venit plenitúdo témporis, misit Deus Fílium suum, factum ex mulíere, factum sub lege, ut eos, qui sub lege erant, redímeret, ut adoptiónem filiórum reciperémus.;Mais lorsque est venue la plénitude des temps, Dieu a envoyé son Fils, formé d'une femme, né sous la Loi, pour affranchir ceux qui sont sous la Loi, afin de nous conférer l'adoption.
