Lectio brevis (Tit 2, 11-12);Lecture brève (Tit 2, 11-12)
Appáruit grátia Dei salutáris ómnibus homínibus erúdiens nos, ut abnegántes impietátem et sæculária desidéria sóbrie et iuste et pie vivámus in hoc sæculo.;"Car elle s'est manifestée la grâce de Dieu, source de salut pour tous les hommes ; elle nous enseigne à renoncer à l'impiété et aux convoitises mondaines, et à vivre dans le siècle présent avec tempérance, justice et piété,"
