Lectio brevis (Mal 1, 11);Lecture brève (Mal 1, 11)
Ab ortu solis usque ad occásum magnum est nomen meum in géntibus, et in omni loco sacrificátur et offértur nómini meo oblátio munda, quia magnum nomen meum in géntibus, dicit Dóminus exercítuum.;Du lever du soleil à son coucher, mon nom est grand parmi les nations, et en tout lieu on offre à mon nom de l'encens et une oblation pure, car mon nom est grand parmi les nations, dit le Seigneur des armées.
