Lectio brevis (Is 61, 1-2a);Lecture brève (Is 61, 1-2a)
"Spíritus Dómini Dei super me, eo quod únxerit Dóminus me; ad annuntiándum læta mansuétis misit me, ut medérer contrítis corde et prædicárem captívis liberatiónem et clausis apertiónem; ut prædicárem annum placábilem Dómino. ";"L'esprit du Seigneur Dieu est sur moi, parce que le Seigneur m'a oint ; il m'a envoyé porter la bonne nouvelle aux malheureux ; panser ceux qui ont le coeur brisé ; Annoncer aux captifs la liberté et aux prisonniers l'élargissement ; publier une année de grâce pour le Seingeur. "
