Lectio brevis (Cf 1 Cor 1, 7b-9);Lecture brève (Cf 1 Cor 1, 7b-9)
Exspectámus revelatiónem Dómini nostri Iesu Christi, qui confirmábit vos usque ad finem sine crímine in die Dómini nostri Iesu Christi. Fidélis Deus per quem vocáti estis in communiónem Fílii eius.;Nous attendons avec confiance la révélation de Notre-Seigneur Jésus-Christ, qui vous affermira aussi jusqu'à la fin, pour que vous soyez irréprochables, au jour de Notre-Seigneur Jésus-Christ. Il est fidèle, le Dieu qui vous a appelés à la communion de son Fils.
