Lectio brevis (Lev 20, 26);Lecture brève (Lev 20, 26)
Eritis mihi sancti, quia sanctus sum ego Dóminus et separávi vos a céteris pópulis, ut essétis mei.;Vous serez saints pour moi, car je suis saint, moi le Seigneur, et je vous ai séparés des autres peuples, afin que vous soyez à moi.
